person_id,id,name,character,role;
350503,ts12103,Peter Isacksen,Seaman Pruitt,ACTOR;
150799,tm92599,Max Thayer,Mike,ACTOR;
495771,tm92599,Charlotte Speer,Charlotte,ACTOR;
318452,tm92599,Louie Lawless,Captain Lee Norsythe,ACTOR;
517337,tm92599,James Whitworth,Jim,ACTOR;
150796,tm92599,Harvey Shain,Harvet Baylor,ACTOR;
48933,tm74755,Cybill Shepherd,Amanda Kelly,ACTOR;
6308,tm74755,Elliott Gould,Robert Condon,ACTOR;
6192,tm74755,Angela Lansbury,Miss Froy,ACTOR;
21121,tm74755,Herbert Lom,Dr. Egon Hartz,ACTOR;
105978,tm74755,Arthur Lowe,Jeremy Charters,ACTOR;
113602,tm74755,Ian Carmichael,Caldicott,ACTOR;
170614,tm74755,Gerald Harper,Todhunter,ACTOR;
34931,tm74755,Jenny Runacre,Mrs. Todhunter,ACTOR;
122480,tm74755,Jean Anderson,Baroness,ACTOR;
216907,tm74755,Madlena Nedeva,Nun,ACTOR;
485185,tm74755,Madge Ryan,Rose Flood Porter,ACTOR;
76003,tm74755,Rosalind Knight,Evelyn Barnes,ACTOR;
513045,tm74755,Gary McDermott,Baroness' Servant,ACTOR;
513046,tm74755,Barbara Markham,Frau Kummer,ACTOR;
96114,tm74755,Vladek Sheybal,Trainmaster,ACTOR;
4527,tm74755,Wolf Kahler,Helmut,ACTOR;
2020,tm74755,William Hootkins,Party Guest,ACTOR;
11661,tm74755,Jeremy Bulloch,Party Guest,ACTOR;
34045,tm74755,Jonathan Hackett,Dining Car Waiter,ACTOR;
217878,tm74755,Jacki Harding,Baroness's Maid,ACTOR;
377904,tm74755,Anthony Page,,DIRECTOR;
90763,tm59406,Marguerite Chapman,Laura Matson,ACTOR;
59186,tm59406,Douglas Kennedy,Joey Faust,ACTOR;
32284,tm59406,James Griffith,Major Paul Krenner,ACTOR;
64299,tm59406,Ivan Triesault,Dr. Peter Ulof,ACTOR;
209982,tm59406,Boyd 'Red' Morgan,Julian,ACTOR;
555515,tm59406,Cormel Daniel,Maria Ulof,ACTOR;
555514,tm59406,Edward Erwin,Drake,ACTOR;
544164,tm59406,Jonathan Ledford,Smith,ACTOR;
22349,tm59406,Patrick Cranshaw,Security Guard,ACTOR;
555517,tm59406,Dennis Adams,State Policeman,ACTOR;
555518,tm59406,Stacy Morgan,State Policeman,ACTOR;
2263328,tm59406,Norman Smith,Security Guard,ACTOR;
102596,tm59406,Edgar G. Ulmer,,DIRECTOR;
644734,ts14710,Paul Alter,,DIRECTOR;
37280,tm105795,Niall MacGinnis,Martin Luther,ACTOR;
16391,tm105795,John Ruddock,Vicar von Staupitz,ACTOR;
219767,tm105795,Pierre Lefevre,Spalatin,ACTOR;
548657,tm105795,Guy Verney,Melanchthon,ACTOR;
219768,tm105795,Alastair Hunter,Carlstadt,ACTOR;
155550,tm105795,David Horne,Duke Frederick,ACTOR;
552795,tm105795,Fred Johnson,Prior,ACTOR;
598734,tm105795,Philip Leaver,Pope Leo X,ACTOR;
685725,tm105795,Heinz Piper,Dr. Eck,ACTOR;
947876,tm105795,Egon Strohm,Cardinal Alexander,ACTOR;
541870,tm105795,Annette Carell,Katherine von Bora (as Annette Carrell),ACTOR;
100968,tm105795,Alexander Gauge,Tetzel,ACTOR;
16386,tm105795,Henry Oscar,,ACTOR;
62831,tm105795,Irving Pichel,Brueck,ACTOR;
62831,tm105795,Irving Pichel,,DIRECTOR;
40708,tm53158,Charles Herbert,Jimmy Warren,ACTOR;
226670,tm53158,Susan Gordon,Kathy/Katrina Van Keif,ACTOR;
63603,tm53158,Murvyn Vye,Blackbeard,ACTOR;
41674,tm53158,Paul Guilfoyle,Snipe,ACTOR;
21487,tm53158,Timothy Carey,Morgan,ACTOR;
5528,tm53158,Joe Turkel,Abu the Genie,ACTOR;
100967,tm53158,Archie Duncan,Scoggins,ACTOR;
558827,tm53158,Than Wyenn,Hunter,ACTOR;
28906,tm53158,Albert Cavens,Dutch Captain,ACTOR;
66597,tm53158,Mickey Finn,Peake,ACTOR;
598729,tm53158,Morgan Jones,Mr. Warren,ACTOR;
225458,tm53158,Bert I. Gordon,,DIRECTOR;
26427,tm192513,Yuriy Nikulin,Semyon Semyonovich Gorbunkov,ACTOR;
105489,tm192513,Nina Grebeshkova,Nadezhda Ivanovna,ACTOR;
105490,tm192513,Nonna Mordyukova,Varvara Sergeyevna Plyushch,ACTOR;
105495,tm192513,Svetlana Svetlichnaya,Anna Sergeyevna,ACTOR;
105488,tm192513,Anatoli Papanov,Lyolik,ACTOR;
105487,tm192513,Andrey Mironov,Kozodoyev,ACTOR;
105493,tm192513,Stanislav Chekan,Mikhail Ivanovich,ACTOR;
105494,tm192513,Vladimir Gulyaev,Volodya,ACTOR;
551667,tm192513,Yevgeniya Melnikova,Marya Nikolayevna,ACTOR;
105499,tm192513,Andrey Fayt,lottery ticket seller,ACTOR;
1220833,tm192513,Nikolai Romanov,сhief,ACTOR;
105492,tm192513,Grigoriy Shpigel,smuggler in Istanbul,ACTOR;
105491,tm192513,Leonid Kanevskiy,smuggler in Istanbul,ACTOR;
1361493,tm192513,Viktoriya Ostrovskaya,prostitute in Istanbul,ACTOR;
1512704,tm192513,Serafima Kholina,fashion show host,ACTOR;
1512706,tm192513,Tatyana Nikulina,Istanbul guide,ACTOR;
105498,tm192513,Roman Filippov,Ladyzhinskiy,ACTOR;
105497,tm192513,Nikolay Trofimov,police colonel,ACTOR;
560913,tm192513,Apollon Yachnitskiy,Istanbul tour guide,ACTOR;
226728,tm192513,Lev Polyakov,ship captain,ACTOR;
149653,tm192513,German Kachin,journalist in the port,ACTOR;
105496,tm192513,Igor Yasulovich,dog owner,ACTOR;
43667,tm192513,Aleksandr Khvylya,headwaiter,ACTOR;
216392,tm192513,Georgi Svetlani,member of the house Committee on a voluntary basis,ACTOR;
1512773,tm192513,Aleksandr Kozubskiy,waiter in a restaurant,ACTOR;
1512294,tm192513,Valeriy Kupriyanov,police sergeant,ACTOR;
1400357,tm192513,Igor Vasilenko,smuggler in glasses,ACTOR;
882821,tm192513,Ivan Zhevago,customs officer,ACTOR;
461712,tm192513,Viktor Uralsky,police chief,ACTOR;
1512824,tm192513,Kurban Mazanov,traffic controller in Istanbul,ACTOR;
1513553,tm192513,Aleksandra Lisyutina,Gorbunkov's daughter,ACTOR;
1513635,tm192513,Dmitri Nikolayev,Gorbunkov's son,ACTOR;
887341,tm192513,Leonid Pleshakov,bearded man (uncredited),ACTOR;
743595,tm192513,Nikolay Pogodin,police officer (uncredited),ACTOR;
1513640,tm192513,Maxim Nikulin,boy with a net (uncredited),ACTOR;
1783197,tm192513,Zoya Tolbuzina,Anna Sergeyevna (voice),ACTOR;
575960,tm192513,Konstantin Tyrtov,chief (voice),ACTOR;
105500,tm192513,Leonid Gaidai,,DIRECTOR;
93405,tm216565,Ken Murray,Himself,ACTOR;
546340,tm216565,Armin Hoffman,Himself,ACTOR;
21682,tm216565,Ben Alexander,Himself,ACTOR;
27563,tm216565,Mary Astor,Self (archive footage),ACTOR;
21679,tm216565,Lew Ayres,Himself,ACTOR;
51738,tm216565,John Barrymore,Himself,ACTOR;
12463,tm216565,Ralph Bellamy,Himself,ACTOR;
25704,tm216565,Edgar Bergen,Himself,ACTOR;
153808,tm216565,Sally Blane,Herself,ACTOR;
59280,tm216565,Pat Boone,Himself,ACTOR;
214217,tm216565,Eddie Cantor,Himself,ACTOR;
20177,tm216565,Frank Capra,Himself,ACTOR;
23697,tm216565,Jack Carson,Himself,ACTOR;
21759,tm216565,Charlie Chaplin,Himself,ACTOR;
155899,tm216565,Syd Chaplin,Himself,ACTOR;
30513,tm216565,Maurice Chevalier,Himself,ACTOR;
56393,tm216565,Richard Arlen,Self (archive footage),ACTOR;
575358,tm216565,Baby LeRoy,Self (archive footage),ACTOR;
53380,tm216565,Charles Bickford,Self (archive footage),ACTOR;
14726,tm216565,Monte Blue,,ACTOR;
13323,tm216565,Ward Bond,Self (archive footage),ACTOR;
56395,tm216565,El Brendel,,ACTOR;
138116,tm216565,Johnny Mack Brown,Self (archive footage),ACTOR;
53489,tm216565,David Butler,,ACTOR;
214208,tm216565,Lew Cody,,ACTOR;
578560,tm216565,Russ Columbo,,ACTOR;
54401,tm216565,Gary Cooper,Self (archive footage),ACTOR;
581644,tm216565,Charles J. Correll,,ACTOR;
151464,tm216565,Dolores Costello,,ACTOR;
60480,tm216565,Lou Costello,Self (archive footage),ACTOR;
25056,tm216565,Bing Crosby,Self (archive footage),ACTOR;
112366,tm216565,Gary Crosby,,ACTOR;
205691,tm216565,Lindsay Crosby,,ACTOR;
569338,tm216565,Phillip Crosby,,ACTOR;
61168,tm216565,Robert Cummings,,ACTOR;
153024,tm216565,Daisy,,ACTOR;
138484,tm216565,Viola Dana,Self (archive footage),ACTOR;
33315,tm216565,Bette Davis,Self (archive footage),ACTOR;
117272,tm216565,Marie Dressler,Self (archive footage),ACTOR;
31476,tm216565,Jimmy Durante,Self (archive footage),ACTOR;
136048,tm216565,Douglas Fairbanks,,ACTOR;
154312,tm216565,Charles Farrell,,ACTOR;
155823,tm216565,W.C. Fields,Self (archive footage),ACTOR;
31461,tm216565,Larry Fine,Self (archive footage),ACTOR;
72169,tm216565,Eddie Fisher,,ACTOR;
29622,tm216565,Errol Flynn,,ACTOR;
33047,tm216565,Glenn Ford,,ACTOR;
13299,tm216565,Clark Gable,Self (archive footage),ACTOR;
152695,tm216565,Janet Gaynor,,ACTOR;
28775,tm216565,James Gleason,,ACTOR;
581645,tm216565,Freeman F. Gosden,,ACTOR;
96073,tm216565,Betty Grable,,ACTOR;
25018,tm216565,Cary Grant,Himself,ACTOR;
205999,tm216565,Sid Grauman,,ACTOR;
110672,tm216565,Jon Hall,,ACTOR;
222030,tm216565,Mickey Hargitay,Self (archive footage),ACTOR;
74801,tm216565,Jean Harlow,Self (archive footage),ACTOR;
62665,tm216565,Susan Hayward,Self (archive footage),ACTOR;
863386,tm216565,Frances Heflin,,ACTOR;
44071,tm216565,Van Heflin,Self (archive footage),ACTOR;
25706,tm216565,Bob Hope,Self (archive footage),ACTOR;
133879,tm216565,Curly Howard,Self (archive footage),ACTOR;
13303,tm216565,Leslie Howard,Self (archive footage),ACTOR;
31460,tm216565,Moe Howard,Self (archive footage),ACTOR;
62841,tm216565,Allyn Joslyn,,ACTOR;
21994,tm216565,Boris Karloff,,ACTOR;
26187,tm216565,Burt Lancaster,,ACTOR;
21404,tm216565,Hope Lange,,ACTOR;
30741,tm216565,Jack Lemmon,,ACTOR;
572975,tm216565,Charles A. Lindbergh,,ACTOR;
45070,tm216565,Carole Lombard,,ACTOR;
29993,tm216565,Myrna Loy,,ACTOR;
224826,tm216565,Jayne Mansfield,,ACTOR;
31158,tm216565,Chico Marx,,ACTOR;
13301,tm216565,Thomas Mitchell,,ACTOR;
212862,tm216565,Tom Mix,,ACTOR;
256132,tm216565,Janie Murray,,ACTOR;
698661,tm216565,Pamela Ann Murray,,ACTOR;
152190,tm216565,Frances E. Neal,,ACTOR;
137639,tm216565,Harriet Nelson,,ACTOR;
90194,tm216565,Jack Oakie,,ACTOR;
136051,tm216565,Mary Pickford,,ACTOR;
99225,tm216565,Dick Powell,,ACTOR;
22449,tm216565,Tyrone Power,,ACTOR;
56392,tm216565,Charles Rogers,,ACTOR;
138534,tm216565,Will Rogers,,ACTOR;
21714,tm216565,Mickey Rooney,,ACTOR;
102588,tm216565,Charles Ruggles,,ACTOR;
544282,tm216565,Andy Russell,,ACTOR;
31438,tm216565,Jane Russell,,ACTOR;
60996,tm216565,Randolph Scott,,ACTOR;
10550,tm216565,Frank Sinatra,,ACTOR;
152786,tm216565,Alison Skipworth,,ACTOR;
10370,tm216565,Robert Stack,,ACTOR;
25020,tm216565,James Stewart,Himself,ACTOR;
21168,tm216565,Gloria Swanson,,ACTOR;
23694,tm216565,Elizabeth Taylor,,ACTOR;
572429,tm216565,Jimmy Thomson,,ACTOR;
25630,tm216565,Spencer Tracy,,ACTOR;
90762,tm216565,Sonny Tufts,,ACTOR;
50960,tm216565,Lana Turner,,ACTOR;
138506,tm216565,Rudolph Valentino,,ACTOR;
58851,tm216565,Rudy Vallee,,ACTOR;
546341,tm216565,William Martin,,DIRECTOR;
1289126,tm104640,Mitsunobu Kaneko,Johnny Sokko,ACTOR;
1289152,tm104640,Akio Ito,Jerry Mano,ACTOR;
554080,tm104640,Shōzaburō Date,,ACTOR;
1289161,tm104640,Tomomi Kuwabara,,ACTOR;
1705212,tm104640,Jerry Berke,Narrator (voice),ACTOR;
526672,tm104640,Toshiyuki Tsuchiyama,Giant Robo,ACTOR;
540554,tm104640,Bobbie Byers,Johnny Sokko (voice),ACTOR;
128770,tm104640,Ted Rusoff,Jerry Mano (voice),ACTOR;
499191,tm104640,Minoru Yamada,,DIRECTOR;
36491,tm70604,Vincent Price,Dr. Goldfoot / General Willis,ACTOR;
93324,tm70604,Fabian,Bill Dexter,ACTOR;
222144,tm70604,Franco Franchi,Franco,ACTOR;
205783,tm70604,Ciccio Ingrassia,Ciccio,ACTOR;
514555,tm70604,Francesco Mulè,Colonel Doug Benson,ACTOR;
52506,tm70604,Laura Antonelli,Rosanna,ACTOR;
65646,tm70604,Frankie Avalon,Craig Gamble (uncredited) (archive footage),ACTOR;
60843,tm70604,Susan Hart,Diane (uncredited) (archive footage),ACTOR;
37696,tm70604,Dwayne Hickman,Todd Armstrong (uncredited) (archive footage),ACTOR;
90421,tm70604,Aron Kincaid,Motorist Who Hits Diane (uncredited) (archive footage),ACTOR;
547198,tm70604,Moa Tahi,Hardjob - Dr. Goldfoot's Assistant (uncredited),ACTOR;
228377,tm70604,George Wang,Fong (uncredited),ACTOR;
487728,tm70604,Ennio Antonelli,Goldfoot Henchman (uncredited),ACTOR;
637318,tm70604,Amerigo Santarelli,Goldfoot Henchman (uncredited),ACTOR;
78022,tm70604,Veriano Ginesi,Bald Goldfoot Henchman (uncredited),ACTOR;
594244,tm70604,Silvana Bacci,Robot (uncredited),ACTOR;
536508,tm70604,Antonietta Fiorito,Robot (uncredited),ACTOR;
453358,tm70604,Gianfranco Funari,US Army Official (uncredited),ACTOR;
113852,tm70604,Louis M. Heyward,American General (uncredited),ACTOR;
55385,tm70604,Mario Bava,Angel with Harp (uncredited),ACTOR;
55385,tm70604,Mario Bava,,DIRECTOR;
62138,tm57341,Tor Johnson,Joseph Javorsky,ACTOR;
553110,tm57341,Bing Stafford,Patrolman Jim Archer,ACTOR;
553112,tm57341,Larry Aten,Patrolman Joe Dobson,ACTOR;
553111,tm57341,Douglas Mellor,Hank Radcliffe,ACTOR;
553109,tm57341,Barbara Francis,Lois Radckiffe,ACTOR;
"553115,tm57341,Alan Francis,""Mike, also called Art, Radcliffe"",ACTOR";
553114,tm57341,Ronald Francis,Randy Radcliffe,ACTOR;
537297,tm57341,Coleman Francis,Narrator / Gas Station Attendant / Newspaper Customer,ACTOR;
462723,tm57341,Anthony Cardoza,KGB Driver / Fat Man in Rescue Plane,ACTOR;
929380,tm57341,John Morrison,KGB Agent with Mustache,ACTOR;
1687026,tm57341,Jim Miles,Javorsky's Aide,ACTOR;
553116,tm57341,Jim Oliphant,The Stranded Motorist,ACTOR;
553113,tm57341,Linda Bielema,The Stranded Motorist's Wife,ACTOR;
1686922,tm57341,George Principe,The Passing Motorist,ACTOR;
549772,tm57341,Marcia Knight,Jim's Woman (uncredited),ACTOR;
1686576,tm57341,Graham Stafford,Newsboy,ACTOR;
549771,tm57341,Eric Tomlin,Car Chase Witness,ACTOR;
553119,tm57341,Bob Labansat,FBI Agent needing to reload,ACTOR;
62142,tm57341,Conrad Brooks,Man at Airfield,ACTOR;
537297,tm57341,Coleman Francis,,DIRECTOR;
30513,tm10737,Maurice Chevalier,Father Antonio,ACTOR;
22823,tm10737,Angie Dickinson,Jessica,ACTOR;
144107,tm10737,Noël-Noël,Old Crupi,ACTOR;
53608,tm10737,Gabriele Ferzetti,Edmondo Raumo,ACTOR;
71941,tm10737,Sylva Koscina,Nunzia Tuffi,ACTOR;
15249,tm10737,Agnes Moorehead,Maria Lombardo,ACTOR;
14713,tm10737,Marcel Dalio,Luigi Tuffi,ACTOR;
47072,tm10737,Danielle De Metz,Nicolina Lombardo,ACTOR;
210131,tm10737,Antonio Cifariello,Gianni Crupi,ACTOR;
556415,tm10737,Kerima,Virginia Toriello,ACTOR;
149217,tm10737,Carlo Croccolo,Beppi Toriello,ACTOR;
28362,tm10737,Georgette Anys,Mamma Parigi,ACTOR;
34832,tm10737,Rossana Rory,Rosa Masudino,ACTOR;
102344,tm10737,Alberto Rabagliati,Pietro Masudino,ACTOR;
13689,tm10737,Marina Berti,Filippella Risino,ACTOR;
108374,tm10737,Tanya Lopert,,ACTOR;
540191,tm10737,Oreste Palella,,DIRECTOR;
96074,tm10737,Jean Negulesco,,DIRECTOR;
25467,tm81891,Jean Simmons,Mary Wilson,ACTOR;
21199,tm81891,John Forsythe,Fred Wilson,ACTOR;
56260,tm81891,Shirley Jones,Flo Harrigan,ACTOR;
10367,tm81891,Lloyd Bridges,Sam,ACTOR;
21803,tm81891,Teresa Wright,Mrs. Spencer,ACTOR;
36901,tm81891,Dick Shawn,Harry Bricker,ACTOR;
99685,tm81891,Nanette Fabray,Agnes,ACTOR;
72096,tm81891,Bobby Darin,Franco (as Robert Darin),ACTOR;
65862,tm81891,Tina Louise,Helen Bricker,ACTOR;
473311,tm81891,Kathy Fields,Marge Wilson,ACTOR;
33390,tm81891,Karen Steele,Divorcee,ACTOR;
1884376,tm81891,Gail Hensley,Betty,ACTOR;
7914,tm81891,Eve Brent,Ethel,ACTOR;
107558,tm81891,William O'Connell,Minister,ACTOR;
517491,tm81891,Barry Cahill,Handsome Man,ACTOR;
1884512,tm81891,Miriam Blake,Cindy,ACTOR;
53265,tm81891,Erin Moran,Marge as a Child (uncredited),ACTOR;
23705,tm81891,Richard Brooks,,DIRECTOR;
15196,tm76861,Richard Crenna,Sgt. Boyd,ACTOR;
25708,tm76861,Paul Williams,Julius Kurtz,ACTOR;
126199,tm76861,Belinda Montgomery,Sandy MacAuley,ACTOR;
20990,tm76861,Chuck Shamata,Sgt. Tony Colabre,ACTOR;
36397,tm76861,Alberta Watson,Olivia Page,ACTOR;
220727,tm76861,Andrée Cousineau,Bernice Carnival,ACTOR;
66974,tm76861,Monique Mercure,Dr. Bouvier,ACTOR;
52691,tm76861,George Chuvalo,Frank,ACTOR;
160730,tm76861,Jennifer Dale,Claudia Grissom,ACTOR;
220728,tm76861,Frank Moore,Teddy Mann,ACTOR;
26207,tm76861,George Touliatos,Insp. Webb,ACTOR;
23819,tm76861,Linnea Quigley,Melody Stevens,ACTOR;
220729,tm76861,Dennis Strong,Danny De Lion,ACTOR;
11225,tm76861,Michael Ironside,Murdered Police Detective,ACTOR;
453020,tm76861,Linda Sorensen,Monica Page,ACTOR;
69846,tm76861,George Mendeluk,,DIRECTOR;
1300,tm120119,Dick Van Dyke,Claude R. Fitzwilliam,ACTOR;
91161,tm120119,Barbara Feldon,Juliet Nowell,ACTOR;
57255,tm120119,John McGiver,Albert,ACTOR;
52308,tm120119,Edith Evans,Miss Victoria Woodworth,ACTOR;
106049,tm120119,Harry Townes,Mr. Nowell,ACTOR;
8037,tm120119,John Fiedler,Mr. Morton Dunne,ACTOR;
49063,tm120119,Anne Seymour,Grimsby,ACTOR;
23524,tm120119,Norman Fell,Oberblatz,ACTOR;
44210,tm120119,Cecil Kellaway,Buckmaster,ACTOR;
199806,tm120119,Stephen Strimpell,Byron Casey,ACTOR;
316296,tm120119,Helen Kleeb,Mrs. Mortimer,ACTOR;
424893,tm120119,Paul Reed,Prettikin,ACTOR;
80216,tm120119,Albert Carrier,Pierre,ACTOR;
17007,tm120119,Nelson Olmsted,Simmons,ACTOR;
533980,tm120119,Dennis Cooney,Assistant D.A. Elliot Adams,ACTOR;
95595,tm120119,Noam Pitlik,Charles,ACTOR;
550446,tm120119,Anthony Eustrel,Garland,ACTOR;
21837,tm120119,Sam Waterston,Oliver,ACTOR;
551560,tm120119,Karen Norris,Kitty,ACTOR;
77907,tm120119,Patience Cleveland,Dolly,ACTOR;
44084,tm120119,Lew Brown,Frank,ACTOR;
536519,tm120119,Monroe Arnold,Goldfarb,ACTOR;
462116,tm120119,Robert Williams,Ryan,ACTOR;
12935,tm120119,Laurence Naismith,Mr. Cotty (uncredited),ACTOR;
209926,tm120119,Barbara Morrison,Mrs. Mudge (uncredited),ACTOR;
24020,tm120119,Kenner G. Kemp,Bar Patron (uncredited),ACTOR;
1036358,tm120119,Fletcher Allen,Reporter (uncredited),ACTOR;
1193285,tm120119,Merie Earle,Elderly Shoplifter (uncredited),ACTOR;
74238,tm120119,John Alban,Customer (uncredited),ACTOR;
125088,tm120119,Ruth Foster,Customer (uncredited),ACTOR;
33408,tm120119,Delbert Mann,,DIRECTOR;
8039,tm86566,Jack Klugman,Inspector Murray Levine,ACTOR;
63702,tm86566,Elizabeth Ashley,Elizabeth Corban,ACTOR;
63387,tm86566,James Franciscus,Daniel Corban,ACTOR;
84321,tm86566,Joel Fabiani,Father Kelleher,ACTOR;
1054,tm86566,Milton Selzer,Sidney,ACTOR;
17098,tm86566,Ruth McDevitt,Mrs. Foster,ACTOR;
124479,tm86566,Byron Webster,Manager,ACTOR;
65617,tm86566,Garry Walberg,Officer Foley,ACTOR;
520438,tm86566,Anthony Costello,Bert,ACTOR;
205926,tm86566,Michael Stearns,Tough,ACTOR;
149626,tm86566,Glenn Jordan,,DIRECTOR;
33047,tm112185,Glenn Ford,Colonel Pete Moore,ACTOR;
24199,tm112185,Bradford Dillman,Maj. Mike Dunning,ACTOR;
28411,tm112185,David Soul,Capt. Roy Bishop,ACTOR;
48605,tm112185,Robert F. Lyons,Capt. Cliff Riggs,ACTOR;
229725,tm112185,Guy Stockwell,Lt. Col. Trottman,ACTOR;
112149,tm112185,Greg Mullavey,Lt. Tony Podryski,ACTOR;
149051,tm112185,Stanley Bennett Clay,2nd Lt. Ferguson,ACTOR;
63143,tm112185,Jack Ging,Green,ACTOR;
18613,tm112185,Ken Kercheval,White,ACTOR;
96174,tm112185,Edward Winter,Mr. Cheer,ACTOR;
496191,tm112185,Jonathan Goldsmith,Smith,ACTOR;
16876,tm112185,Jud Taylor,,DIRECTOR;
1048,tm122152,Kim Novak,Eva,ACTOR;
18279,tm122152,Doug McClure,Lt. J. Haig,ACTOR;
52430,tm122152,Alejandro Rey,Father Peter Martin,ACTOR;
14361,tm122152,Ed Lauter,Strickland,ACTOR;
116902,tm122152,Jim Davis,Hal,ACTOR;
31632,tm122152,Michael Conrad,Lt. Cmdr. Pagnolini,ACTOR;
14449,tm122152,Titos Vandis,Salao,ACTOR;
74382,tm122152,Zitto Kazann,Juano,ACTOR;
523728,tm122152,Peter Bourne,Swedish Captain,ACTOR;
882858,tm122152,Hank Stohl,Coast Guard Capt. Dunnock,ACTOR;
518171,tm122152,Tom Dever,Miami Rescue Radio Officer,ACTOR;
517766,tm122152,Trent Dolan,Miami Rescue Lieutenant,ACTOR;
523729,tm122152,Sutton Roley,,DIRECTOR;
56521,tm14219,Mamie Van Doren,Moana,ACTOR;
540392,tm14219,Mary Marr,Verba,ACTOR;
540393,tm14219,Paige Lee,Twyla,ACTOR;
540394,tm14219,Gennadi Vernov,Astronaut Andre Freneau,ACTOR;
540399,tm14219,Margot Hartman,Mayaway,ACTOR;
540396,tm14219,Irene Orton,Meriama,ACTOR;
540395,tm14219,Pam Helton,Wearie,ACTOR;
540397,tm14219,Frankie Smith,Woman of Venus,ACTOR;
540398,tm14219,Judy Cowart,Woman of Venus,ACTOR;
532368,tm14219,Vladimir Yemelyanov,Cmdr. William 'Billy' Lockhart,ACTOR;
540400,tm14219,Robin Smith,Woman of Venus,ACTOR;
540401,tm14219,Cathie Reimer,Woman of Venus,ACTOR;
216922,tm14219,Georgi Zhzhyonov,Astronaut Hans Walters,ACTOR;
500096,tm14219,Georgiy Teykh,Capt. Alfred Kern,ACTOR;
216305,tm14219,Yuriy Sarantsev,Astronaut Howard Sherman,ACTOR;
18133,tm14219,Peter Bogdanovich,Narrator (voice),ACTOR;
18133,tm14219,Peter Bogdanovich,,DIRECTOR;
119979,tm74700,Rudy Ray Moore,Tucker Williams,ACTOR;
223751,tm74700,Carol Speed,Noel,ACTOR;
222974,tm74700,Jimmy Lynch,Sweetmeat,ACTOR;
119981,tm74700,Jerry Jones,Dr. Fred Mathis,ACTOR;
119980,tm74700,Lady Reed,Mrs. Edwards,ACTOR;
222975,tm74700,Frank Finn,Lt. Frank Hayes,ACTOR;
102293,tm74700,Julius Carry,Bucky,ACTOR;
7559,tm74700,Hawthorne James,Stinger Ray,ACTOR;
444750,tm74700,Paunita Nichols,,ACTOR;
1491691,tm74700,Wesley Gale,(as West Gale),ACTOR;
517775,tm74700,Leroy Daniels,Disco M.C.,ACTOR;
2165330,tm74700,Debbie Fisher,Mrs. Kilroy,ACTOR;
222976,tm74700,J. Robert Wagoner,,DIRECTOR;
26990,tm74617,Jeanne Moreau,Mademoiselle,ACTOR;
45160,tm74617,Ettore Manni,Manou,ACTOR;
47413,tm74617,Keith Skinner,Bruno,ACTOR;
75276,tm74617,Umberto Orsini,Antonio,ACTOR;
541911,tm74617,Georges Aubert,René,ACTOR;
544906,tm74617,Jane Beretta,Annette,ACTOR;
94794,tm74617,Paul Barge,Young Policeman,ACTOR;
44160,tm74617,Pierre Collet,Marcel,ACTOR;
61555,tm74617,Gérard Darrieu,Boulet,ACTOR;
119364,tm74617,Jean Gras,Roger,ACTOR;
41256,tm74617,Gabriel Gobin,Police Sergeant,ACTOR;
544907,tm74617,Rosine Luguet,Lisa,ACTOR;
41986,tm74617,Antoine Marin,Armand,ACTOR;
210973,tm74617,Georges Douking,The Priest,ACTOR;
28579,tm74617,Jacques Monod,Mayor,ACTOR;
544908,tm74617,Mony Reh,Vievotte,ACTOR;
72347,tm74617,Tony Richardson,,DIRECTOR;
2854,tm189962,Christopher Lee,Col. Charles Bingham,ACTOR;
1991,tm189962,Peter Cushing,Sir Mark Ashley,ACTOR;
63587,tm189962,Diana Dors,Anna Harb,ACTOR;
169184,tm189962,Georgia Brown,Joan Foster,ACTOR;
72366,tm189962,Keith Barron,Dr. Haynes,ACTOR;
528306,tm189962,Gwyneth Strong,Mary Valley,ACTOR;
102110,tm189962,Fulton Mackay,Cameron,ACTOR;
4823,tm189962,Michael Gambon,Insp. Grant,ACTOR;
13697,tm189962,Duncan Lamont,Dr. Knight,ACTOR;
17029,tm189962,Kathleen Byron,Dr. Rose,ACTOR;
16389,tm189962,John Robinson,Lord Fawnlee,ACTOR;
405985,tm189962,Morris Perry,Dr Yeats,ACTOR;
2008,tm189962,Shelagh Fraser,Mrs Alison,ACTOR;
72373,tm189962,Andrew McCulloch,Malcolm,ACTOR;
6861,tm189962,Paul Humpoletz,Angus,ACTOR;
79930,tm189962,Stanley Lebor,Policeman,ACTOR;
563938,tm189962,Beatrice Kane,Helen Van Traylen,ACTOR;
1062112,tm189962,Janet Bruce,Naureen Stokes,ACTOR;
552875,tm189962,Geoffrey Denton,Paul Anderson,ACTOR;
296730,tm189962,Peter Sasdy,,DIRECTOR;
13591,tm40401,Eartha Kitt,Anna Lucasta,ACTOR;
35454,tm40401,Sammy Davis Jr.,Danny Johnson,ACTOR;
150872,tm40401,Frederick O'Neal,Frank,ACTOR;
557879,tm40401,Henry Scott,Rudolph Slocum,ACTOR;
55259,tm40401,Rex Ingram,Joe Lucasta,ACTOR;
557880,tm40401,Georgia Burke,Theresa,ACTOR;
22256,tm40401,James Edwards,Eddie,ACTOR;
62750,tm40401,Rosetta LeNoire,Stella (as Rosetta Lenoire),ACTOR;
